index,Diện tích,Dài,Rộng,Giá/m2,Ngày
67914.0,84 m²,25 m,4 m,"160,71 triệu/m²",2020_07_27
67918.0,50 m²,14.2 m,3.5 m,300 triệu/m²,2020_07_27
67922.0,160 m²,20 m,8 m,"148,75 triệu/m²",2020_07_27
67923.0,40 m²,10 m,4 m,"156,25 triệu/m²",2020_07_27
67924.0,46 m²,10.2 m,4.5 m,"97,83 triệu/m²",2020_07_27
67928.0,40 m²,8 m,5 m,"33,25 triệu/m²",2020_07_27
67934.0,42 m²,10 m,4 m,100 triệu/m²,2020_07_27
67937.0,27 m²,8 m,3 m,"190,74 triệu/m²",2020_07_27
67938.0,35 m²,9 m,4 m,"64,29 triệu/m²",2020_07_27
67945.0,32 m²,8.5 m,3.8 m,"78,09 triệu/m²",2020_07_27
67947.0,110 m²,30 m,3.7 m,"122,73 triệu/m²",2020_07_27
67955.0,32 m²,8 m,5 m,"82,81 triệu/m²",2020_07_27
67957.0,49 m²,14 m,3.5 m,"126,53 triệu/m²",2020_07_27
67960.0,32 m²,8 m,4 m,125 triệu/m²,2020_07_27
67961.0,50 m²,10 m,4 m,52 triệu/m²,2020_07_27
67962.0,28 m²,7 m,4 m,"107,14 triệu/m²",2020_07_27
67964.0,33 m²,9 m,3 m,"78,79 triệu/m²",2020_07_27
67966.0,65 m²,10 m,65 m,"127,69 triệu/m²",2020_07_27
67973.0,48 m²,12 m,4 m,"93,75 triệu/m²",2020_07_27
67976.0,37 m²,9 m,4.4 m,"143,24 triệu/m²",2020_07_27
67978.0,45 m²,11 m,4 m,"128,89 triệu/m²",2020_07_27
67986.0,52 m²,13 m,4 m,"182,69 triệu/m²",2020_07_27
67987.0,216 m²,24 m,9 m,"78,7 triệu/m²",2020_07_27
67988.0,26 m²,74 m,35 m,"88,46 triệu/m²",2020_07_27
67989.0,75 m²,15 m,5 m,210 triệu/m²,2020_07_27
67990.0,40 m²,10 m,4 m,"187,5 triệu/m²",2020_07_27
67991.0,42 m²,7 m,6 m,"95,24 triệu/m²",2020_07_27
67997.0,30 m²,5.6 m,5.4 m,65 triệu/m²,2020_07_27
67999.0,40 m²,10 m,4 m,40 triệu/m²,2020_07_27
68004.0,43 m²,7 m,6 m,"79,07 triệu/m²",2020_07_27
68005.0,50 m²,11 m,4 m,180 triệu/m²,2020_07_27
68008.0,65 m²,16 m,4 m,"269,23 triệu/m²",2020_07_27
68010.0,130 m²,18.5 m,7 m,"21,54 triệu/m²",2020_07_27
68028.0,30 m²,8 m,4 m,"59,67 triệu/m²",2020_07_27
68030.0,72 m²,12 m,6 m,"48,61 triệu/m²",2020_07_27
68035.0,53 m²,11 m,5 m,"160,38 triệu/m²",2020_07_27
68038.0,32 m²,8 m,4 m,"89,06 triệu/m²",2020_07_27
68048.0,35 m²,7 m,5 m,100 triệu/m²,2020_07_27
68052.0,60 m²,15 m,4 m,280 triệu/m²,2020_07_27
68060.0,51 m²,15 m,3.5 m,"85,29 triệu/m²",2020_07_27
68062.0,32 m²,3 m,10 m,"84,38 triệu/m²",2020_07_27
68074.0,36 m²,11 m,3 m,"49,44 triệu/m²",2020_07_27
68076.0,30 m²,10 m,3.15 m,"76,67 triệu/m²",2020_07_27
68077.0,26 m²,7 m,4 m,"88,46 triệu/m²",2020_07_27
68098.0,51 m²,15 m,3 m,"117,65 triệu/m²",2020_07_27
68099.0,34 m²,9 m,4 m,"82,35 triệu/m²",2020_07_27
68103.0,50 m²,10 m,5 m,120 triệu/m²,2020_07_27
68105.0,40 m²,12 m,3 m,"62,5 triệu/m²",2020_07_27
68109.0,36 m²,6 m,5 m,"88,89 triệu/m²",2020_07_27
68113.0,90 m²,20 m,6 m,"141,11 triệu/m²",2020_07_27
68115.0,140 m²,7 m,20 m,750 triệu/m²,2020_07_27
68117.0,20 m²,5 m,4 m,90 triệu/m²,2020_07_27
68119.0,38 m²,10 m,3 m,"105,26 triệu/m²",2020_07_27
68123.0,35 m²,10 m,4 m,"71,43 triệu/m²",2020_07_27
68128.0,53 m²,13 m,4 m,"103,77 triệu/m²",2020_07_27
68132.0,33 m²,8 m,4 m,"110,61 triệu/m²",2020_07_27
68135.0,30 m²,10 m,3 m,85 triệu/m²,2020_07_27
68136.0,52 m²,9 m,5.6 m,"284,62 triệu/m²",2020_07_27
68138.0,34 m²,8 m,4 m,"88,24 triệu/m²",2020_07_27
68140.0,40 m²,9.7 m,4.1 m,"107,5 triệu/m²",2020_07_27
68145.0,65 m²,16 m,4 m,100 triệu/m²,2020_07_27
68147.0,45 m²,9 m,5 m,"132,22 triệu/m²",2020_07_27
68150.0,55 m²,9 m,6 m,"144,55 triệu/m²",2020_07_27
68153.0,25 m²,7 m,3 m,96 triệu/m²,2020_07_27
68155.0,38 m²,117 m,33 m,"57,89 triệu/m²",2020_07_27
68165.0,40 m²,10 m,5 m,"108,75 triệu/m²",2020_07_27
68166.0,33 m²,10 m,3 m,"87,88 triệu/m²",2020_07_27
68167.0,43 m²,8 m,5 m,"88,37 triệu/m²",2020_07_27
68172.0,55 m²,10 m,5 m,"87,27 triệu/m²",2020_07_27
68175.0,30 m²,78 m,4 m,51 triệu/m²,2020_07_27
68178.0,455 m²,11 m,4 m,"10,99 triệu/m²",2020_07_27
68188.0,40 m²,10 m,4 m,"87,5 triệu/m²",2020_07_27
68190.0,35 m²,8 m,4 m,"88,57 triệu/m²",2020_07_27
68191.0,108 m²,16 m,6 m,"134,26 triệu/m²",2020_07_27
68192.0,80 m²,40 m,40 m,75 triệu/m²,2020_07_27
68203.0,38 m²,11 m,3 m,"84,21 triệu/m²",2020_07_27
68208.0,55 m²,9 m,6 m,"47,27 triệu/m²",2020_07_27
68213.0,60 m²,17 m,3 m,"58,33 triệu/m²",2020_07_27
68216.0,60 m²,15 m,4 m,200 triệu/m²,2020_07_27
68217.0,50 m²,10 m,5 m,102 triệu/m²,2020_07_27
68222.0,51 m²,13 m,4 m,"95,1 triệu/m²",2020_07_27
68223.0,50 m²,12 m,4 m,440 triệu/m²,2020_07_27
68225.0,25 m²,8 m,3.2 m,84.000 đ/m²,2020_07_27
68227.0,38 m²,9 m,4 m,"68,42 triệu/m²",2020_07_27
68228.0,28 m²,7 m,4 m,"85,71 triệu/m²",2020_07_27
68234.0,40 m²,10 m,4 m,130 triệu/m²,2020_07_27
68244.0,36 m²,9 m,3 m,"103,33 triệu/m²",2020_07_27
68249.0,68 m²,20 m,3 m,"186,76 triệu/m²",2020_07_27
68252.0,30 m²,6 m,5 m,95 triệu/m²,2020_07_27
68256.0,35 m²,7.8 m,4.5 m,100 triệu/m²,2020_07_27
68262.0,60 m²,15 m,4 m,"208,33 triệu/m²",2020_07_27
68267.0,35 m²,10 m,4 m,"77,14 triệu/m²",2020_07_27
68268.0,45 m²,11 m,4 m,"113,33 triệu/m²",2020_07_27
68269.0,43 m²,13 m,3.5 m,"132,33 triệu/m²",2020_07_27
68272.0,69 m²,24 m,3 m,"1,03 triệu/m²",2020_07_27
68288.0,37 m²,10 m,3.5 m,"105,41 triệu/m²",2020_07_27
68292.0,60 m²,14 m,4.5 m,"241,67 triệu/m²",2020_07_27
68295.0,42 m²,10 m,4 m,"46,9 triệu/m²",2020_07_27
68296.0,107 m²,12 m,9 m,"247,66 triệu/m²",2020_07_27
68311.0,43 m²,11 m,4 m,"123,26 triệu/m²",2020_07_27
68325.0,35 m²,11 m,32 m,"41,43 triệu/m²",2020_07_27
68326.0,35 m²,900000 m,400000 m,"78,57 triệu/m²",2020_07_27
68330.0,168 m²,27 m,6.2 m,"550,65 triệu/m²",2020_07_27
68338.0,40 m²,12 m,5 m,140 triệu/m²,2020_07_27
68340.0,32 m²,9 m,3 m,"88,44 triệu/m²",2020_07_27
68342.0,55 m²,13 m,4 m,"136,36 triệu/m²",2020_07_27
68348.0,50 m²,12 m,4 m,100 triệu/m²,2020_07_27
68350.0,30 m²,9 m,3.5 m,"51,67 triệu/m²",2020_07_27
68352.0,50 m²,10 m,5 m,130 triệu/m²,2020_07_27
68360.0,42 m²,14 m,3 m,"58,33 triệu/m²",2020_07_27
68362.0,35 m²,10 m,3 m,"85,14 triệu/m²",2020_07_27
68370.0,36 m²,6 m,6 m,"319,44 triệu/m²",2020_07_27
68373.0,18 m²,5 m,4 m,"121,11 triệu/m²",2020_07_27
68380.0,42 m²,10 m,4 m,"88,1 triệu/m²",2020_07_27
68382.0,40 m²,10 m,4 m,100 triệu/m²,2020_07_27
68384.0,39 m²,8 m,5 m,"52,56 triệu/m²",2020_07_27
68395.0,45 m²,11 m,4 m,"94,44 triệu/m²",2020_07_27
68396.0,32 m²,10 m,3 m,"71,88 triệu/m²",2020_07_27
68398.0,30 m²,8 m,4 m,"103,33 triệu/m²",2020_07_27
68410.0,32 m²,6 m,5 m,100 triệu/m²,2020_07_27
68415.0,32 m²,125 m,4 m,"92,19 triệu/m²",2020_07_27
68420.0,37 m²,11 m,35 m,"94,59 triệu/m²",2020_07_27
68427.0,32 m²,7 m,4 m,"96,88 triệu/m²",2020_07_27
68431.0,30 m²,9 m,3.5 m,90 triệu/m²,2020_07_27
68432.0,10 m²,5 m,2 m,"119,9 triệu/m²",2020_07_27
68439.0,108 m²,14 m,73 m,"21,76 triệu/m²",2020_07_27
68445.0,45 m²,9 m,5 m,"73,33 triệu/m²",2020_07_27
68446.0,50 m²,10 m,5 m,62 triệu/m²,2020_07_27
68450.0,45 m²,11 m,4 m,"86,67 triệu/m²",2020_07_27
68451.0,39 m²,10 m,4 m,"91,03 triệu/m²",2020_07_27
68455.0,35 m²,9 m,4 m,"75,71 triệu/m²",2020_07_27
68460.0,35 m²,12 m,4 m,80 triệu/m²,2020_07_27
68467.0,52 m²,22 m,18 m,50 triệu/m²,2020_07_27
68468.0,234 m²,156 m,15 m,"282,05 triệu/m²",2020_07_27
68469.0,45 m²,10 m,4 m,"111,11 triệu/m²",2020_07_27
68471.0,50 m²,13 m,4 m,71 triệu/m²,2020_07_27
68480.0,36 m²,9 m,4 m,"93,06 triệu/m²",2020_07_27
68485.0,54 m²,16 m,3.5 m,"53,7 triệu/m²",2020_07_27
68488.0,74 m²,18 m,5 m,"19,59 triệu/m²",2020_07_27
68490.0,30 m²,8 m,4 m,"103,33 triệu/m²",2020_07_27
68496.0,12 m²,5 m,2.5 m,"133,33 triệu/m²",2020_07_27
68504.0,55 m²,14 m,4 m,"81,82 triệu/m²",2020_07_27
68505.0,30 m²,6.8 m,3.8 m,"73,33 triệu/m²",2020_07_27
68509.0,30 m²,6 m,5 m,"90,67 triệu/m²",2020_07_27
68510.0,81 m²,18 m,4 m,"104,94 triệu/m²",2020_07_27
68525.0,45 m²,13 m,3 m,"133,33 triệu/m²",2020_07_27
68527.0,40 m²,9 m,47 m,"66,25 triệu/m²",2020_07_27
68538.0,42 m²,12 m,3 m,"80,95 triệu/m²",2020_07_27
68547.0,48 m²,11 m,4 m,"233,33 triệu/m²",2020_07_27
68548.0,34 m²,8 m,4 m,"67,65 triệu/m²",2020_07_27
68551.0,45 m²,9 m,4 m,80 triệu/m²,2020_07_27
68556.0,72 m²,8 m,9 m,125 triệu/m²,2020_07_27
68557.0,30 m²,8 m,4 m,75 triệu/m²,2020_07_27
68563.0,14 m²,4 m,5 m,"134,29 triệu/m²",2020_07_27
68564.0,36 m²,10 m,3 m,"88,89 triệu/m²",2020_07_27
68571.0,40 m²,10 m,4 m,"112,5 triệu/m²",2020_07_27
68572.0,30 m²,9 m,3 m,"283,33 triệu/m²",2020_07_27
68573.0,32 m²,8 m,4 m,"53,13 triệu/m²",2020_07_27
68578.0,21 m²,745 m,276 m,"95,24 triệu/m²",2020_07_27
68589.0,40 m²,10 m,4 m,185 triệu/m²,2020_07_27
68590.0,45 m²,11 m,4 m,"122,22 triệu/m²",2020_07_27
68595.0,38 m²,10 m,4 m,"105,26 triệu/m²",2020_07_27
68610.0,31 m²,8 m,4 m,"93,55 triệu/m²",2020_07_27
68611.0,45 m²,10 m,4 m,"124,44 triệu/m²",2020_07_27
68618.0,50 m²,10 m,5 m,93 triệu/m²,2020_07_27
68622.0,33 m²,9 m,3 m,"40,91 triệu/m²",2020_07_27
68633.0,28 m²,6 m,4 m,"91,07 triệu/m²",2020_07_27
68644.0,40 m²,10 m,4 m,"77,5 triệu/m²",2020_07_27
68651.0,32 m²,10 m,3 m,"106,25 triệu/m²",2020_07_27
68658.0,30 m²,6 m,4 m,"92,67 triệu/m²",2020_07_27
68663.0,53 m²,14 m,4 m,"77,36 triệu/m²",2020_07_27
68669.0,60 m²,12 m,5 m,"48,33 triệu/m²",2020_07_27
68678.0,42 m²,10 m,4 m,"88,1 triệu/m²",2020_07_27
68687.0,55 m²,11 m,5.4 m,"132,73 triệu/m²",2020_07_27
68695.0,48 m²,12 m,4 m,"62,5 triệu/m²",2020_07_27
68702.0,37 m²,7 m,5 m,"95,95 triệu/m²",2020_07_27
68706.0,51 m²,12 m,4 m,"71,57 triệu/m²",2020_07_27
68719.0,64 m²,15 m,4 m,"93,75 triệu/m²",2020_07_27
68726.0,60 m²,12 m,5 m,"86,67 triệu/m²",2020_07_27
68729.0,36 m²,7.5 m,5 m,"97,22 triệu/m²",2020_07_27
68732.0,85 m²,21 m,4 m,100 triệu/m²,2020_07_27
68737.0,122 m²,16 m,7 m,"90,16 triệu/m²",2020_07_27
68751.0,25 m²,6 m,5 m,84 triệu/m²,2020_07_27
68753.0,36 m²,12 m,3 m,"81,94 triệu/m²",2020_07_27
68756.0,80 m²,16 m,5 m,"37,5 triệu/m²",2020_07_27
68761.0,24 m²,7 m,3 m,"114,58 triệu/m²",2020_07_27
68767.0,82 m²,10 m,8 m,"71,95 triệu/m²",2020_07_27
68770.0,45 m²,10 m,5 m,"71,11 triệu/m²",2020_07_27
68777.0,28 m²,7 m,4 m,"67,86 triệu/m²",2020_07_27
68778.0,45 m²,10 m,5 m,"97,78 triệu/m²",2020_07_27
68785.0,46 m²,14 m,4 m,"186,96 triệu/m²",2020_07_27
68789.0,40 m²,11 m,3 m,"78,75 triệu/m²",2020_07_27
68790.0,48 m²,14 m,3 m,"79,17 triệu/m²",2020_07_27
68793.0,40 m²,10 m,4 m,"97,5 triệu/m²",2020_07_27
68796.0,40 m²,10 m,4 m,"142,5 triệu/m²",2020_07_27
68797.0,53 m²,14 m,4.2 m,"107,55 triệu/m²",2020_07_27
68811.0,36 m²,10 m,36 m,"46,94 triệu/m²",2020_07_27
68815.0,42 m²,10 m,4 m,"95,24 triệu/m²",2020_07_27
68816.0,38 m²,8 m,5 m,"101,32 triệu/m²",2020_07_27
68833.0,45 m²,8 m,6 m,"101,11 triệu/m²",2020_07_27
68834.0,36 m²,10 m,3.6 m,"36,94 triệu/m²",2020_07_27
68836.0,50 m²,10 m,5 m,72 triệu/m²,2020_07_27
68854.0,16 m²,3 m,6 m,"281,25 triệu/m²",2020_07_27
68858.0,37 m²,12 m,3 m,"94,59 triệu/m²",2020_07_27
68859.0,71 m²,14 m,5 m,"94,37 triệu/m²",2020_07_27
68866.0,36 m²,6 m,6 m,"110,56 triệu/m²",2020_07_27
68870.0,32 m²,10 m,4 m,"146,88 triệu/m²",2020_07_27
68883.0,40 m²,10 m,4 m,"87,5 triệu/m²",2020_07_27
68888.0,57 m²,14 m,4 m,"119,3 triệu/m²",2020_07_27
68895.0,26 m²,7 m,4 m,"121,15 triệu/m²",2020_07_27
68896.0,45 m²,10 m,4 m,100 triệu/m²,2020_07_27
68925.0,56 m²,13 m,4 m,"137,5 triệu/m²",2020_07_27
68930.0,45 m²,12 m,3 m,"58,89 triệu/m²",2020_07_27
68935.0,64 m²,12 m,4 m,"135,94 triệu/m²",2020_07_27
68937.0,60 m²,15 m,4 m,"126,67 triệu/m²",2020_07_27
68950.0,50 m²,13 m,4 m,170 triệu/m²,2020_07_27
68966.0,76 m²,19 m,4 m,106.578 đ/m²,2020_07_27
68968.0,40 m²,8 m,5 m,"162,5 triệu/m²",2020_07_27
68970.0,30 m²,10 m,3 m,"71,67 triệu/m²",2020_07_27
68971.0,45 m²,9 m,5 m,100 triệu/m²,2020_07_27
68977.0,36 m²,8 m,4.7 m,"91,67 triệu/m²",2020_07_27
68980.0,94 m²,19 m,5 m,"90,43 triệu/m²",2020_07_27
68982.0,28 m²,7 m,3 m,"121,43 triệu/m²",2020_07_27
68983.0,53 m²,13 m,4 m,"75,47 triệu/m²",2020_07_27
68994.0,30 m²,8 m,4 m,"58,33 triệu/m²",2020_07_27
68996.0,60 m²,10 m,6 m,"141,67 triệu/m²",2020_07_27
68998.0,40 m²,10 m,4 m,"67,5 triệu/m²",2020_07_27
69017.0,40 m²,15 m,4 m,"67,5 triệu/m²",2020_07_27
69018.0,64 m²,15 m,4 m,"68,75 triệu/m²",2020_07_27
69026.0,60 m²,15 m,4 m,280 triệu/m²,2020_07_27
69033.0,50 m²,13 m,45 m,100 triệu/m²,2020_07_27
69040.0,46 m²,16 m,4 m,"271,74 triệu/m²",2020_07_27
69042.0,386 m²,25 m,15 m,"7,25 triệu/m²",2020_07_27
69045.0,53 m²,6 m,14 m,"241,51 triệu/m²",2020_07_27
69062.0,45 m²,12 m,3.8 m,"82,22 triệu/m²",2020_07_27
69070.0,50 m²,10 m,6 m,87 triệu/m²,2020_07_27
69085.0,42 m²,8 m,5 m,"86,9 triệu/m²",2020_07_27
69095.0,81 m²,11 m,7 m,"333,33 triệu/m²",2020_07_27
69096.0,32 m²,10 m,3 m,"106,25 triệu/m²",2020_07_27
69106.0,46 m²,12 m,4 m,"163,04 triệu/m²",2020_07_27
69108.0,62 m²,10 m,7 m,"443,55 triệu/m²",2020_07_27
69133.0,35 m²,7 m,5 m,100 triệu/m²,2020_07_27
69135.0,55 m²,13 m,4 m,"227,27 triệu/m²",2020_07_27
69146.0,60 m²,12 m,5 m,50 triệu/m²,2020_07_27
69163.0,32 m²,8 m,4 m,"95,31 triệu/m²",2020_07_27
69165.0,45 m²,13 m,350 m,"45,56 triệu/m²",2020_07_27
69168.0,95 m²,16 m,6 m,"143,16 triệu/m²",2020_07_27
69170.0,30 m²,5 m,6 m,120 triệu/m²,2020_07_27
69180.0,60 m²,15 m,4 m,"208,33 triệu/m²",2020_07_27
69182.0,90 m²,20 m,7 m,"133,33 triệu/m²",2020_07_27
69185.0,43 m²,8 m,6 m,"93,02 triệu/m²",2020_07_27
69192.0,25 m²,6 m,4 m,"92,8 triệu/m²",2020_07_27
69194.0,38 m²,12 m,3.2 m,1 triệu/m²,2020_07_27
69195.0,38 m²,10 m,4 m,"92,11 triệu/m²",2020_07_27
69210.0,18 m²,6 m,3 m,"111,11 triệu/m²",2020_07_27
69216.0,35 m²,8 m,4 m,"87,14 triệu/m²",2020_07_27
69233.0,50 m²,9 m,5 m,118 triệu/m²,2020_07_27
69242.0,43 m²,11 m,4 m,"44,19 triệu/m²",2020_07_27
69249.0,35 m²,10 m,3 m,"94,29 triệu/m²",2020_07_27
69253.0,30 m²,8 m,4 m,"96,67 triệu/m²",2020_07_27
69254.0,50 m²,13 m,4 m,126 triệu/m²,2020_07_27
69258.0,38 m²,9 m,4 m,"51,32 triệu/m²",2020_07_27
69263.0,65 m²,5 m,10 m,"336,92 triệu/m²",2020_07_27
69265.0,66 m²,11 m,6 m,"103,03 triệu/m²",2020_07_27
69273.0,50 m²,11 m,4.5 m,310 triệu/m²,2020_07_27
69277.0,29 m²,9 m,3.5 m,248.275 đ/m²,2020_07_27
69278.0,40 m²,13 m,3.5 m,"93,75 triệu/m²",2020_07_27
69285.0,60 m²,15 m,4 m,"223,33 triệu/m²",2020_07_27
69294.0,40 m²,10 m,4 m,90 triệu/m²,2020_07_27
69298.0,45 m²,11 m,4 m,"73,33 triệu/m²",2020_07_27
69303.0,64 m²,13 m,5 m,"30,47 triệu/m²",2020_07_27
69310.0,34 m²,8 m,4 m,"89,71 triệu/m²",2020_07_27
69318.0,53 m²,10 m,5 m,"66,04 triệu/m²",2020_07_27
69319.0,80 m²,19 m,4.3 m,"137,5 triệu/m²",2020_07_27
69331.0,40 m²,9.6 m,4.2 m,"82,5 triệu/m²",2020_07_27
69336.0,139 m²,23 m,6 m,"287,77 triệu/m²",2020_07_27
69338.0,28 m²,6 m,5 m,"42,86 triệu/m²",2020_07_27
69340.0,40 m²,59 m,57 m,"77,5 triệu/m²",2020_07_27
69343.0,32 m²,8 m,4 m,"90,63 triệu/m²",2020_07_27
69344.0,35 m²,8 m,3 m,"185,71 triệu/m²",2020_07_27
69345.0,45 m²,9 m,5 m,100 triệu/m²,2020_07_27
69347.0,32 m²,7 m,4 m,"81,25 triệu/m²",2020_07_27
69349.0,41 m²,10 m,4 m,"75,61 triệu/m²",2020_07_27
69352.0,35 m²,8.6 m,4 m,"78,57 triệu/m²",2020_07_27
69353.0,60 m²,18 m,3 m,60 triệu/m²,2020_07_27
69357.0,32 m²,10 m,3 m,"48,44 triệu/m²",2020_07_27
69363.0,70 m²,17 m,4 m,142.857 đ/m²,2020_07_27
69365.0,45 m²,10 m,5 m,"97,78 triệu/m²",2020_07_27
69366.0,40 m²,8 m,5 m,135 triệu/m²,2020_07_27
69368.0,56 m²,14 m,4 m,"133,93 triệu/m²",2020_07_27
69369.0,48 m²,12 m,4 m,"131,25 triệu/m²",2020_07_27
69374.0,45 m²,9 m,5 m,"102,22 triệu/m²",2020_07_27
69381.0,30 m²,6 m,5 m,"86,67 triệu/m²",2020_07_27
69383.0,40 m²,10 m,4 m,"37,5 triệu/m²",2020_07_27
69385.0,42 m²,14 m,3 m,"166,67 triệu/m²",2020_07_27
69386.0,40 m²,11 m,3 m,"77,5 triệu/m²",2020_07_27
69387.0,40 m²,10 m,4 m,75 triệu/m²,2020_07_27
69390.0,30 m²,8 m,4 m,60 triệu/m²,2020_07_27
69392.0,35 m²,10 m,3.7 m,"88,57 triệu/m²",2020_07_27
69394.0,70 m²,18 m,4 m,"75,71 triệu/m²",2020_07_27
69408.0,26 m²,8 m,3 m,"157,69 triệu/m²",2020_07_27
69413.0,31 m²,8.8 m,3.4 m,"17,74 triệu/m²",2020_07_27
69414.0,35 m²,7 m,5 m,"77,14 triệu/m²",2020_07_27
69423.0,39 m²,10 m,3 m,"79,49 triệu/m²",2020_07_27
69426.0,83 m²,21 m,4 m,"385,54 triệu/m²",2020_07_27
69428.0,36 m²,8 m,4 m,"91,67 triệu/m²",2020_07_27
69429.0,90 m²,16 m,5 m,"1,89 triệu/m²",2020_07_27
69430.0,36 m²,9 m,4 m,"55,56 triệu/m²",2020_07_27
69431.0,40 m²,10 m,4 m,"92,5 triệu/m²",2020_07_27
69442.0,35 m²,9 m,4.4 m,"85,71 triệu/m²",2020_07_27
69448.0,48 m²,10 m,5 m,50 triệu/m²,2020_07_27
69449.0,43 m²,14 m,3 m,"60,47 triệu/m²",2020_07_27
69465.0,48 m²,14 m,35 m,"141,67 triệu/m²",2020_07_27
69468.0,37 m²,9 m,4 m,"75,68 triệu/m²",2020_07_27
69471.0,65 m²,16.4 m,4 m,80 triệu/m²,2020_07_27
69477.0,45 m²,10 m,4 m,30 triệu/m²,2020_07_27
69478.0,52 m²,8 m,5 m,100 triệu/m²,2020_07_27
69487.0,55 m²,11 m,5 m,"89,09 triệu/m²",2020_07_27
69491.0,30 m²,8 m,3 m,"66,67 triệu/m²",2020_07_27
69497.0,21 m²,5 m,4 m,"78,57 triệu/m²",2020_07_27
69501.0,53 m²,13 m,3.7 m,100 triệu/m²,2020_07_27
69503.0,45 m²,10 m,4.4 m,"81,11 triệu/m²",2020_07_27
69509.0,40 m²,10 m,4 m,"106,25 triệu/m²",2020_07_27
69511.0,38 m²,10 m,3.7 m,"84,21 triệu/m²",2020_07_27
69514.0,15 m²,4 m,4 m,"83,33 triệu/m²",2020_07_27
69515.0,30 m²,8 m,4 m,"76,67 triệu/m²",2020_07_27
69516.0,30 m²,8 m,4 m,"63,33 triệu/m²",2020_07_27
69518.0,35 m²,9 m,4 m,"105,71 triệu/m²",2020_07_27
69523.0,35 m²,11 m,4 m,"128,57 triệu/m²",2020_07_27
69527.0,30 m²,6 m,5 m,63 triệu/m²,2020_07_27
69533.0,35 m²,9 m,4 m,80 triệu/m²,2020_07_27
69537.0,39 m²,12 m,3 m,"79,49 triệu/m²",2020_07_27
69541.0,72 m²,19 m,4 m,"62,5 triệu/m²",2020_07_27
69542.0,52 m²,13 m,4 m,"69,23 triệu/m²",2020_07_27
69543.0,50 m²,12 m,4 m,86 triệu/m²,2020_07_27
69545.0,35 m²,7 m,5 m,"74,29 triệu/m²",2020_07_27
69550.0,30 m²,8 m,3 m,"61,67 triệu/m²",2020_07_27
69553.0,20 m²,6 m,4 m,80 triệu/m²,2020_07_27
69559.0,35 m²,8 m,5 m,"85,14 triệu/m²",2020_07_27
69560.0,36 m²,9 m,4 m,"49,72 triệu/m²",2020_07_27
69563.0,39 m²,10 m,3 m,"101,28 triệu/m²",2020_07_27
69576.0,55 m²,13 m,4 m,"66,36 triệu/m²",2020_07_27
69577.0,300 m²,20 m,15 m,38 triệu/m²,2020_07_27
69578.0,58 m²,15 m,4 m,"44,83 triệu/m²",2020_07_27
69580.0,45 m²,11 m,4 m,"96,67 triệu/m²",2020_07_27
69587.0,52 m²,1150 m,450 m,"83,65 triệu/m²",2020_07_27
69590.0,43 m²,11 m,4 m,"76,74 triệu/m²",2020_07_27
69594.0,50 m²,8 m,6 m,76 triệu/m²,2020_07_27
69595.0,36 m²,10 m,36 m,"54,17 triệu/m²",2020_07_27
69599.0,50 m²,8 m,6 m,76 triệu/m²,2020_07_27
69600.0,97 m²,28 m,6 m,"252,58 triệu/m²",2020_07_27
69601.0,34 m²,8 m,4 m,"88,24 triệu/m²",2020_07_27
69602.0,40 m²,10 m,4 m,"97,5 triệu/m²",2020_07_27
69605.0,44 m²,11 m,4 m,"61,36 triệu/m²",2020_07_27
69608.0,50 m²,10 m,5 m,70 triệu/m²,2020_07_27
69611.0,70 m²,15 m,5 m,"191,43 triệu/m²",2020_07_27
69612.0,55 m²,14 m,4 m,"50,91 triệu/m²",2020_07_27
69614.0,40 m²,8 m,5 m,"61,25 triệu/m²",2020_07_27
69618.0,20 m²,5 m,4 m,"77,5 triệu/m²",2020_07_27
69622.0,35 m²,6 m,68 m,"3,43 triệu/m²",2020_07_27
69624.0,35 m²,6 m,6 m,110 triệu/m²,2020_07_27
69626.0,36 m²,5 m,7 m,100 triệu/m²,2020_07_27
69631.0,65 m²,13 m,5 m,"72,31 triệu/m²",2020_07_27
69633.0,85 m²,22 m,3 m,"197,65 triệu/m²",2020_07_27
69636.0,90 m²,20 m,4 m,"166,67 triệu/m²",2020_07_27
69644.0,67 m²,15 m,4 m,"83,58 triệu/m²",2020_07_27
69646.0,35 m²,9 m,4 m,"77,14 triệu/m²",2020_07_27
69652.0,25 m²,7 m,3 m,80 triệu/m²,2020_07_27
69654.0,43 m²,12 m,3 m,"67,44 triệu/m²",2020_07_27
69659.0,40 m²,10 m,4 m,80 triệu/m²,2020_07_27
69664.0,32 m²,10 m,3 m,"84,38 triệu/m²",2020_07_27
69667.0,36 m²,6 m,5 m,"127,78 triệu/m²",2020_07_27
69670.0,58 m²,14 m,4 m,"78,45 triệu/m²",2020_07_27
69675.0,40 m²,9 m,4 m,"1,125 triệu/m²",2020_07_27
69678.0,40 m²,12 m,3 m,85 triệu/m²,2020_07_27
69683.0,100 m²,18 m,6 m,95 triệu/m²,2020_07_27
69689.0,40 m²,10 m,4 m,"127,5 triệu/m²",2020_07_27
69690.0,131 m²,20 m,550 m,"25,19 triệu/m²",2020_07_27
69693.0,60 m²,4 m,14 m,"283,33 triệu/m²",2020_07_27
69698.0,48 m²,12.7 m,3.8 m,125 triệu/m²,2020_07_27
69700.0,36 m²,8 m,5 m,"110,56 triệu/m²",2020_07_27
